Pathway,Celltype,Cor,Enrich_Score,Padj
WNT BETA CATENIN SIGNALING,Cancer LumA SC,-0.328933535084766,0,> 0.05
WNT BETA CATENIN SIGNALING,Cancer LumB SC,-0.420135370697646,0,> 0.05
WNT BETA CATENIN SIGNALING,Cycling PVL,0.354464918845689,0,> 0.05
WNT BETA CATENIN SIGNALING,Cycling T-cells,0.259983919252173,0,0
WNT BETA CATENIN SIGNALING,Cycling Myeloid,0.0960677323668205,0,> 0.05
WNT BETA CATENIN SIGNALING,DCs,-0.316307112928245,0,> 0.05
WNT BETA CATENIN SIGNALING,Endothelial ACKR1,0.08598331598009,0,> 0.05
WNT BETA CATENIN SIGNALING,Endothelial CXCL12,0.068884551969501,0,> 0.05
WNT BETA CATENIN SIGNALING,Endothelial Lymphatic LYVE1,0.232350956549996,0,0
WNT BETA CATENIN SIGNALING,Endothelial RGS5,-0.3847910288782,0,> 0.05
WNT BETA CATENIN SIGNALING,Luminal Progenitors,-0.137043907944469,NA,> 0.05
WNT BETA CATENIN SIGNALING,Macrophage,-0.192754959342007,0,> 0.05
WNT BETA CATENIN SIGNALING,Mature Luminal,0.154376057767592,NA,> 0.05
WNT BETA CATENIN SIGNALING,Monocyte,-0.461008666561542,0,> 0.05
WNT BETA CATENIN SIGNALING,Myoepithelial,-0.429977442252816,NA,> 0.05
WNT BETA CATENIN SIGNALING,NK cells,-0.507404582298444,0,> 0.05
WNT BETA CATENIN SIGNALING,NKT cells,-0.0938188131735047,0,> 0.05
WNT BETA CATENIN SIGNALING,Plasmablasts,0.172791460403579,0,> 0.05
WNT BETA CATENIN SIGNALING,PVL Differentiated,0.297412277109144,0,> 0.05
WNT BETA CATENIN SIGNALING,PVL Immature,-0.379855600829198,0,> 0.05
WNT BETA CATENIN SIGNALING,T cells CD4+,-0.175477188824795,0,> 0.05
WNT BETA CATENIN SIGNALING,T cells CD8+,-0.00459956265863636,0,> 0.05
XENOBIOTIC METABOLISM,B cells Memory,-0.265781683622148,0,> 0.05
XENOBIOTIC METABOLISM,B cells Naive,-0.0285618504381333,NA,> 0.05
XENOBIOTIC METABOLISM,CAFs MSC iCAF-like,-0.147228127093034,0,> 0.05
XENOBIOTIC METABOLISM,CAFs myCAF-like,-0.435419494566781,0,> 0.05
XENOBIOTIC METABOLISM,Cancer Basal SC,-0.373406213726574,0,> 0.05
XENOBIOTIC METABOLISM,Cancer Cycling,0.140810776824331,0,> 0.05
XENOBIOTIC METABOLISM,Cancer Her2 SC,-0.0122654993476046,0,> 0.05
XENOBIOTIC METABOLISM,Cancer LumA SC,0.27109461498615,0,> 0.05
XENOBIOTIC METABOLISM,Cancer LumB SC,0.221453667422821,0,> 0.05
XENOBIOTIC METABOLISM,Cycling PVL,0.298912960271242,0,> 0.05
XENOBIOTIC METABOLISM,Cycling T-cells,-0.132117064511346,0,0
XENOBIOTIC METABOLISM,Cycling Myeloid,0.169083998426111,0,> 0.05
XENOBIOTIC METABOLISM,DCs,-0.319802222256125,0,> 0.05
XENOBIOTIC METABOLISM,Endothelial ACKR1,-0.33874266850968,0,> 0.05
XENOBIOTIC METABOLISM,Endothelial CXCL12,-0.316024269015874,0,> 0.05
XENOBIOTIC METABOLISM,Endothelial Lymphatic LYVE1,-0.185405821368677,0,0
XENOBIOTIC METABOLISM,Endothelial RGS5,-0.253785399425688,0,> 0.05
XENOBIOTIC METABOLISM,Luminal Progenitors,-0.302449383988067,NA,> 0.05
XENOBIOTIC METABOLISM,Macrophage,-0.126187782732337,0,> 0.05
XENOBIOTIC METABOLISM,Mature Luminal,-0.328906891916559,NA,> 0.05
XENOBIOTIC METABOLISM,Monocyte,0.0886553258790611,0,> 0.05
XENOBIOTIC METABOLISM,Myoepithelial,0.0109570416285004,NA,> 0.05
XENOBIOTIC METABOLISM,NK cells,0.532377300426982,0,> 0.05
XENOBIOTIC METABOLISM,NKT cells,-0.00039893951597408,0,> 0.05
XENOBIOTIC METABOLISM,Plasmablasts,-0.137616665257632,-1.88331752421569,6.67611525197796e-05
XENOBIOTIC METABOLISM,PVL Differentiated,-0.616931647486768,0,> 0.05
XENOBIOTIC METABOLISM,PVL Immature,-0.792524919592724,0,> 0.05
XENOBIOTIC METABOLISM,T cells CD4+,0.0429682482718998,0,> 0.05
XENOBIOTIC METABOLISM,T cells CD8+,0.229877715093019,0,> 0.05
